FORECAST_DATE_LOCAL,FORECAST_DATE_GMT,MAX,MIN,OPT,MCR,ACTUAL 
2025-01-01,2025-01-01 07:00,831.53,255.82,562.76,5688,421.66
2025-01-01 01:00,2025-01-01 08:00,833.23,267.56,526.15,5688,360.2
2025-01-01 02:00,2025-01-01 09:00,869.65,270.67,494.45,5688,353.9
2025-01-01 03:00,2025-01-01 10:00,946.79,246.95,475.73,5688,367.46
2025-01-01 04:00,2025-01-01 11:00,1022.32,205.16,482.95,5688,319.72
2025-01-01 05:00,2025-01-01 12:00,944.45,194.13,459.62,5688,224.74
2025-01-01 06:00,2025-01-01 13:00,818.1,201.45,428.76,5688,179.33
2025-01-01 07:00,2025-01-01 14:00,709.83,200.39,413.06,5688,142.51
2025-01-01 08:00,2025-01-01 15:00,721.42,199.19,404.38,5688,121.75
2025-01-01 09:00,2025-01-01 16:00,655.73,184.09,372.63,5688,89.31
2025-01-01 10:00,2025-01-01 17:00,628.45,125.24,391.73,5688,88.07
2025-01-01 11:00,2025-01-01 18:00,606.51,72.32,361.96,5688,98.65
2025-01-01 12:00,2025-01-01 19:00,578.2,48.18,347.52,5688,96.15
2025-01-01 13:00,2025-01-01 20:00,568.44,47.79,329.56,5688,113.5
2025-01-01 14:00,2025-01-01 21:00,599.38,58.34,314.22,5688,135.84
2025-01-01 15:00,2025-01-01 22:00,595.07,77.15,307.05,5688,144.71
2025-01-01 16:00,2025-01-01 23:00,562.56,96.97,319.28,5688,184.38
2025-01-01 17:00,2025-01-02,522.49,130.79,325.09,5688,183.88
2025-01-01 18:00,2025-01-02 01:00,479.56,163.83,308.61,5688,146.8
2025-01-01 19:00,2025-01-02 02:00,449.63,198.31,308,5688,102.46
2025-01-01 20:00,2025-01-02 03:00,438.42,209.09,307.69,5688,88.73
2025-01-01 21:00,2025-01-02 04:00,446.21,205.08,307.2,5688,89.35
2025-01-01 22:00,2025-01-02 05:00,436.61,135.42,252.27,5688,68.65
2025-01-01 23:00,2025-01-02 06:00,396.85,123.21,248.31,5688,67.86
2025-01-02,2025-01-02 07:00,372.04,113.6,229.35,5688,35.86
2025-01-02 01:00,2025-01-02 08:00,382.33,89.96,213.6,5688,34.43
2025-01-02 02:00,2025-01-02 09:00,402.08,58.45,199.43,5688,33.88
2025-01-02 03:00,2025-01-02 10:00,411.9,52.37,191.71,5688,44.52
2025-01-02 04:00,2025-01-02 11:00,449.71,49.76,185.8,5688,50.23
2025-01-02 05:00,2025-01-02 12:00,472.46,47.54,185.88,5688,52.12
2025-01-02 06:00,2025-01-02 13:00,465.74,44.41,178.87,5688,56.42
2025-01-02 07:00,2025-01-02 14:00,497.96,39.9,168.5,5688,60.53
2025-01-02 08:00,2025-01-02 15:00,549.58,36.6,160.49,5688,65.37
2025-01-02 09:00,2025-01-02 16:00,473.41,34.24,137.69,5688,54.9
2025-01-02 10:00,2025-01-02 17:00,367.68,16.69,109.14,5688,41.51
2025-01-02 11:00,2025-01-02 18:00,330.6,12.43,91.74,5688,36.25
2025-01-02 12:00,2025-01-02 19:00,175.33,19.64,88.33,5688,23.81
2025-01-02 13:00,2025-01-02 20:00,188.84,24.98,89.13,5688,14.08
2025-01-02 14:00,2025-01-02 21:00,204.08,42.79,96.32,5688,31.42
2025-01-02 15:00,2025-01-02 22:00,220.11,65.11,116.25,5688,28.5
2025-01-02 16:00,2025-01-02 23:00,228.97,100.3,157.4,5688,51.06
2025-01-02 17:00,2025-01-03,301.79,129.56,190.83,5688,41.73
2025-01-02 18:00,2025-01-03 01:00,328.77,151.35,222.42,5688,43.82
2025-01-02 19:00,2025-01-03 02:00,360.48,129.23,235.42,5688,67.29
2025-01-02 20:00,2025-01-03 03:00,380.75,120.1,246.34,5688,84.84
2025-01-02 21:00,2025-01-03 04:00,386.45,125.9,265.05,5688,124.05
2025-01-02 22:00,2025-01-03 05:00,373.3,160.77,285.53,5688,119.63
2025-01-02 23:00,2025-01-03 06:00,450.47,172.99,324.98,5688,75.24
2025-01-03,2025-01-03 07:00,485.5,179.42,337.59,5688,77.95
2025-01-03 01:00,2025-01-03 08:00,542.6,180.95,360.6,5688,105.21
2025-01-03 02:00,2025-01-03 09:00,592.88,206.23,400.56,5688,158.78
2025-01-03 03:00,2025-01-03 10:00,707.62,281.71,474.58,5688,225.13
2025-01-03 04:00,2025-01-03 11:00,881.92,388.83,575.37,5688,263.98
2025-01-03 05:00,2025-01-03 12:00,1103.87,539.96,781.54,5688,369.53
2025-01-03 06:00,2025-01-03 13:00,1724.79,697.24,1002.68,5688,431.49
2025-01-03 07:00,2025-01-03 14:00,1923.04,849.54,1181.81,5688,511.92
2025-01-03 08:00,2025-01-03 15:00,2032.65,995.59,1337.66,5688,598.82
2025-01-03 09:00,2025-01-03 16:00,2064.5,1089.99,1434.37,5688,789.66
2025-01-03 10:00,2025-01-03 17:00,2097.38,1069.94,1514.83,5688,971.11
2025-01-03 11:00,2025-01-03 18:00,2129.73,958.52,1510.04,5688,1094.51
2025-01-03 12:00,2025-01-03 19:00,2156.11,921.84,1506.33,5688,1190.9
2025-01-03 13:00,2025-01-03 20:00,2127.45,1026.4,1521.68,5688,1385.11
2025-01-03 14:00,2025-01-03 21:00,2160.46,1131,1699.9,5688,1453.89
2025-01-03 15:00,2025-01-03 22:00,2226.49,1296.34,1850.5,5688,1579.76
2025-01-03 16:00,2025-01-03 23:00,2360.63,1381.87,1959.94,5688,1619.78
2025-01-03 17:00,2025-01-04,2418.77,1613.88,2032.51,5688,1586.97
2025-01-03 18:00,2025-01-04 01:00,2377.43,1585.32,2030.93,5688,1605.2
2025-01-03 19:00,2025-01-04 02:00,2475.4,1610.27,2119.63,5688,1627.84
2025-01-03 20:00,2025-01-04 03:00,2506.57,1570.37,2099.6,5688,1716.05
2025-01-03 21:00,2025-01-04 04:00,2529.99,1549.19,2062.14,5688,1764.86
2025-01-03 22:00,2025-01-04 05:00,2497.89,1655.2,2044.88,5688,1707.55
2025-01-03 23:00,2025-01-04 06:00,2452.44,1571.08,1987.95,5688,1600.09
2025-01-04,2025-01-04 07:00,2426.49,1494.95,1918.55,5688,1502.03
2025-01-04 01:00,2025-01-04 08:00,2380.15,1418.37,1840.62,5688,1399.08
2025-01-04 02:00,2025-01-04 09:00,2289.72,1357.29,1778.22,5688,1452.66
2025-01-04 03:00,2025-01-04 10:00,2182.31,1280.07,1732.7,5688,1495
2025-01-04 04:00,2025-01-04 11:00,2141.47,1244.28,1672.86,5688,1462.1
2025-01-04 05:00,2025-01-04 12:00,2136.81,1182.77,1629.98,5688,1480.26
2025-01-04 06:00,2025-01-04 13:00,2137.92,1143.43,1631.95,5688,1511.18
2025-01-04 07:00,2025-01-04 14:00,2234.9,1098.71,1654.4,5688,1522.95
2025-01-04 08:00,2025-01-04 15:00,2329.91,1052.41,1664.41,5688,1538.26
2025-01-04 09:00,2025-01-04 16:00,2251.82,987.59,1633.01,5688,1503.29
2025-01-04 10:00,2025-01-04 17:00,2094.51,882.79,1499.11,5688,1451.42
2025-01-04 11:00,2025-01-04 18:00,1936.34,740.66,1372.97,5688,1456.77
2025-01-04 12:00,2025-01-04 19:00,1868.64,583.94,1231.43,5688,1402.67
2025-01-04 13:00,2025-01-04 20:00,1725.58,485.45,1118.04,5688,1275.5
2025-01-04 14:00,2025-01-04 21:00,1559.71,460.68,1047.64,5688,1244.38
2025-01-04 15:00,2025-01-04 22:00,1519.06,575.87,1048.11,5688,1246.03
2025-01-04 16:00,2025-01-04 23:00,1668.89,641.15,1265.87,5688,1246.67
2025-01-04 17:00,2025-01-05,1772.15,809.45,1347,5688,1166.97
2025-01-04 18:00,2025-01-05 01:00,1922.58,449.14,1285.22,5688,1126.44
2025-01-04 19:00,2025-01-05 02:00,1596.74,421.04,1206.97,5688,1100.13
2025-01-04 20:00,2025-01-05 03:00,1513.99,384.11,1158.52,5688,1013.58
2025-01-04 21:00,2025-01-05 04:00,1391.67,298.56,1060.42,5688,914.07
2025-01-04 22:00,2025-01-05 05:00,1359.9,267.25,905.47,5688,872.93
2025-01-04 23:00,2025-01-05 06:00,1306.42,205.15,871.62,5688,743.04
2025-01-05,2025-01-05 07:00,1291.63,205.97,864.41,5688,520.88
2025-01-05 01:00,2025-01-05 08:00,1236.95,73.2,734.45,5688,416.55
2025-01-05 02:00,2025-01-05 09:00,1065.12,15.14,622.87,5688,357.5
2025-01-05 03:00,2025-01-05 10:00,862.71,0,491.04,5688,280.46
2025-01-05 04:00,2025-01-05 11:00,670.8,0,381.98,5688,218.72
2025-01-05 05:00,2025-01-05 12:00,564.04,22.54,317.7,5688,177.21
2025-01-05 06:00,2025-01-05 13:00,382.78,178.94,259.23,5688,177.14
2025-01-05 07:00,2025-01-05 14:00,321.47,153.49,196.43,5688,159.23
2025-01-05 08:00,2025-01-05 15:00,411.86,112.89,192.8,5688,112.1
2025-01-05 09:00,2025-01-05 16:00,574.85,91.53,230.42,5688,54.88
2025-01-05 10:00,2025-01-05 17:00,695.49,99.13,275.03,5688,49.07
2025-01-05 11:00,2025-01-05 18:00,704.24,85.84,296.67,5688,25.48
2025-01-05 12:00,2025-01-05 19:00,434.56,60.72,251.21,5688,33.66
2025-01-05 13:00,2025-01-05 20:00,417.58,51.44,251.49,5688,66.86
2025-01-05 14:00,2025-01-05 21:00,400.09,58.72,248.39,5688,101.77
2025-01-05 15:00,2025-01-05 22:00,414.39,85.74,251.54,5688,116.9
2025-01-05 16:00,2025-01-05 23:00,506.99,140.45,268.47,5688,120.09
2025-01-05 17:00,2025-01-06,655.81,125.79,306.52,5688,126.13
2025-01-05 18:00,2025-01-06 01:00,632.25,143.62,299.15,5688,141.61
2025-01-05 19:00,2025-01-06 02:00,638.33,127.66,293.03,5688,129.39
2025-01-05 20:00,2025-01-06 03:00,664.11,145.12,285.33,5688,116.01
2025-01-05 21:00,2025-01-06 04:00,668.65,128.56,260.3,5688,139.13
2025-01-05 22:00,2025-01-06 05:00,623.76,92.01,249.04,5688,127.19
2025-01-05 23:00,2025-01-06 06:00,506.63,71.68,208.89,5688,98.18
2025-01-06,2025-01-06 07:00,386.53,55.66,172.27,5688,52.33
2025-01-06 01:00,2025-01-06 08:00,335.41,44.89,136.74,5688,12.96
2025-01-06 02:00,2025-01-06 09:00,274.36,50.89,112.78,5688,2.83
2025-01-06 03:00,2025-01-06 10:00,208,32.69,102.45,5688,3.36
2025-01-06 04:00,2025-01-06 11:00,210.78,1.09,93.61,5688,13.07
2025-01-06 05:00,2025-01-06 12:00,220.36,0,83.95,5688,54.96
2025-01-06 06:00,2025-01-06 13:00,216.16,2.49,87.52,5688,102.74
2025-01-06 07:00,2025-01-06 14:00,214.68,19.88,96.75,5688,145.34
2025-01-06 08:00,2025-01-06 15:00,192.36,32.82,98.44,5688,211.84
2025-01-06 09:00,2025-01-06 16:00,235.38,23.79,92.17,5688,167.15
2025-01-06 10:00,2025-01-06 17:00,220.34,31.72,112.5,5688,196.99
2025-01-06 11:00,2025-01-06 18:00,181.07,31.76,107.25,5688,245.85
2025-01-06 12:00,2025-01-06 19:00,177.17,24.9,104.09,5688,200.71
2025-01-06 13:00,2025-01-06 20:00,211.48,32.36,104.07,5688,169.57
2025-01-06 14:00,2025-01-06 21:00,233.98,43.79,122.62,5688,171.88
2025-01-06 15:00,2025-01-06 22:00,271,58.17,156.88,5688,245.24
2025-01-06 16:00,2025-01-06 23:00,463.83,87.03,249.37,5688,174.02
2025-01-06 17:00,2025-01-07,633.4,107.87,363.04,5688,273.74
2025-01-06 18:00,2025-01-07 01:00,812.93,131.57,465.73,5688,430.52
2025-01-06 19:00,2025-01-07 02:00,1007.94,221.2,579.85,5688,408.52
2025-01-06 20:00,2025-01-07 03:00,1212.86,338.95,695.1,5688,329.44
2025-01-06 21:00,2025-01-07 04:00,1387.66,410.9,795.71,5688,423.96
2025-01-06 22:00,2025-01-07 05:00,1204.84,543.97,844.91,5688,537.85
2025-01-06 23:00,2025-01-07 06:00,1248.37,669.66,917.63,5688,566.42
2025-01-07,2025-01-07 07:00,1576.87,794.62,1173.79,5688,585.8
2025-01-07 01:00,2025-01-07 08:00,1747.69,890.1,1302.82,5688,726.31
2025-01-07 02:00,2025-01-07 09:00,2029.3,1011.89,1517.24,5688,881.19
2025-01-07 03:00,2025-01-07 10:00,2247.09,1365.54,1759.98,5688,1128.16
2025-01-07 04:00,2025-01-07 11:00,2369.1,1510.32,1918.67,5688,1380.04
2025-01-07 05:00,2025-01-07 12:00,2607.11,1579.84,2080.3,5688,1845.16
2025-01-07 06:00,2025-01-07 13:00,2527.63,1538.76,2156.37,5688,2151.31
2025-01-07 07:00,2025-01-07 14:00,2744.2,1641.49,2287.24,5688,2376.96
2025-01-07 08:00,2025-01-07 15:00,2892.74,1794.86,2447.55,5688,2426.36
2025-01-07 09:00,2025-01-07 16:00,3046.1,1844.76,2569.72,5688,2543.31
2025-01-07 10:00,2025-01-07 17:00,3330.92,2030.42,2765.43,5688,2991.71
2025-01-07 11:00,2025-01-07 18:00,3379.66,1929.11,2824.82,5688,3381.6
2025-01-07 12:00,2025-01-07 19:00,3554.74,1874.67,2961.79,5688,3331.34
2025-01-07 13:00,2025-01-07 20:00,3612.75,1948.07,3032.4,5688,3263.6
2025-01-07 14:00,2025-01-07 21:00,3663.2,2260.23,3143.06,5688,3293.91
2025-01-07 15:00,2025-01-07 22:00,3880.87,2451.52,3366.98,5688,3594.96
2025-01-07 16:00,2025-01-07 23:00,4125.45,2975.05,3690.53,5688,3905.79
2025-01-07 17:00,2025-01-08,4265.13,3158.49,3847.57,5688,4038.9
2025-01-07 18:00,2025-01-08 01:00,4319.47,3346.77,3969.96,5688,3961.75
2025-01-07 19:00,2025-01-08 02:00,4373.96,3467.34,4046.04,5688,3965.59
2025-01-07 20:00,2025-01-08 03:00,4478.48,3583.07,4101.63,5688,3933.93
2025-01-07 21:00,2025-01-08 04:00,4389.25,3574.14,4003.09,5688,3899.21
2025-01-07 22:00,2025-01-08 05:00,4368.57,3473.83,3966.02,5688,3847.32
2025-01-07 23:00,2025-01-08 06:00,4393.51,3348.79,3912.73,5688,3617.4
2025-01-08,2025-01-08 07:00,4401.65,3404.54,3907.47,5688,3585.91
2025-01-08 01:00,2025-01-08 08:00,4313.32,3386.98,3862.87,5688,3608.33
2025-01-08 02:00,2025-01-08 09:00,4318.74,3244.35,3805.7,5688,3683.54
2025-01-08 03:00,2025-01-08 10:00,4355.22,3458.35,3893.66,5688,3642.63
2025-01-08 04:00,2025-01-08 11:00,4314.14,3412.61,3910.39,5688,3664.82
2025-01-08 05:00,2025-01-08 12:00,4121.13,3466.17,3849.5,5688,3502.39
2025-01-08 06:00,2025-01-08 13:00,4174.85,3483.64,3852.16,5688,3462.4
2025-01-08 07:00,2025-01-08 14:00,4214.37,3387.43,3859.3,5688,3535.7
2025-01-08 08:00,2025-01-08 15:00,4207,3480.99,3913.23,5688,3560.1
2025-01-08 09:00,2025-01-08 16:00,4230.55,3547.04,3903.73,5688,3646.87
2025-01-08 10:00,2025-01-08 17:00,4256.59,3518.19,3856.41,5688,3419.54
2025-01-08 11:00,2025-01-08 18:00,4221.46,3441.98,3836.6,5688,3308.94
2025-01-08 12:00,2025-01-08 19:00,4080.24,3326.12,3751.77,5688,3392.44
2025-01-08 13:00,2025-01-08 20:00,3985.43,3270.12,3690.26,5688,3587.67
2025-01-08 14:00,2025-01-08 21:00,3941.54,3221.09,3643.43,5688,3386.93
2025-01-08 15:00,2025-01-08 22:00,3884.47,3070.39,3574.38,5688,3274.59
2025-01-08 16:00,2025-01-08 23:00,3778.73,2790.11,3422.08,5688,3307.24
2025-01-08 17:00,2025-01-09,3855,2566.98,3339.01,5688,2884.71
2025-01-08 18:00,2025-01-09 01:00,3799.89,2388.95,3183.96,5688,2657.54
2025-01-08 19:00,2025-01-09 02:00,3636.21,2180.23,3046.73,5688,2477.74
2025-01-08 20:00,2025-01-09 03:00,3516.4,2159.83,2947.25,5688,2668.43
2025-01-08 21:00,2025-01-09 04:00,3430.17,2218.83,2891.14,5688,2619.27
2025-01-08 22:00,2025-01-09 05:00,3330.5,2567.3,2928.88,5688,2466.36
2025-01-08 23:00,2025-01-09 06:00,3399.83,2522.81,2851.79,5688,2484.71
2025-01-09,2025-01-09 07:00,3381.49,2475,2745.6,5688,2478.01
2025-01-09 01:00,2025-01-09 08:00,3366.83,2337.34,2666.53,5688,2440.36
2025-01-09 02:00,2025-01-09 09:00,3299.45,2246.34,2659.67,5688,2475.07
2025-01-09 03:00,2025-01-09 10:00,3260.8,2236.93,2646.35,5688,2642.68
2025-01-09 04:00,2025-01-09 11:00,3195.13,2253.3,2661.72,5688,2862.65
2025-01-09 05:00,2025-01-09 12:00,3057.25,2244.99,2605.66,5688,2733.78
2025-01-09 06:00,2025-01-09 13:00,2893.87,2256.7,2592.9,5688,2777.38
2025-01-09 07:00,2025-01-09 14:00,2780.53,2134.6,2500.39,5688,3061.18
2025-01-09 08:00,2025-01-09 15:00,2569.75,1993.46,2363.97,5688,2849.29
2025-01-09 09:00,2025-01-09 16:00,2345.31,1868.07,2199.39,5688,2586.34
2025-01-09 10:00,2025-01-09 17:00,2036.35,1596.96,1916.29,5688,2323.98
2025-01-09 11:00,2025-01-09 18:00,1794.77,1264.41,1649.93,5688,2017.69
2025-01-09 12:00,2025-01-09 19:00,2029.16,988.85,1579.8,5688,1651.46
2025-01-09 13:00,2025-01-09 20:00,2062.64,878.41,1542.7,5688,1301.82
2025-01-09 14:00,2025-01-09 21:00,1879.56,871.21,1446.79,5688,1118.77
2025-01-09 15:00,2025-01-09 22:00,1688.66,920.93,1364.66,5688,1026.49
2025-01-09 16:00,2025-01-09 23:00,1637.71,832.1,1347.36,5688,1049.76
2025-01-09 17:00,2025-01-10,1845.5,851.17,1422.53,5688,1334.25
2025-01-09 18:00,2025-01-10 01:00,2152.62,968.05,1694.8,5688,1616.41
2025-01-09 19:00,2025-01-10 02:00,2594.36,1234.77,2124.37,5688,1989.89
2025-01-09 20:00,2025-01-10 03:00,3111.09,1586.19,2489.11,5688,2100.73
2025-01-09 21:00,2025-01-10 04:00,3470.26,1863.8,2795.36,5688,2610
2025-01-09 22:00,2025-01-10 05:00,3954.37,2084.83,3070.8,5688,3107.66
2025-01-09 23:00,2025-01-10 06:00,4191.76,2471.11,3354.29,5688,3502.75
2025-01-10,2025-01-10 07:00,4220.7,2983.68,3617.79,5688,3534.27
2025-01-10 01:00,2025-01-10 08:00,4199.68,3283.69,3808.93,5688,3494.73
2025-01-10 02:00,2025-01-10 09:00,4190.17,3354.84,3906.31,5688,3230.47
2025-01-10 03:00,2025-01-10 10:00,4229.71,3357.12,3908.19,5688,2897.43
2025-01-10 04:00,2025-01-10 11:00,4184.73,3203.4,3792.12,5688,2864.64
2025-01-10 05:00,2025-01-10 12:00,4134.24,2712.06,3617.72,5688,2960.34
2025-01-10 06:00,2025-01-10 13:00,3820.22,2317.68,3369.12,5688,3248.68
2025-01-10 07:00,2025-01-10 14:00,3695.63,2466.35,3243.06,5688,3205.91
2025-01-10 08:00,2025-01-10 15:00,3669.28,2566.03,3192.87,5688,3010.03
2025-01-10 09:00,2025-01-10 16:00,3716.22,2217.23,3162.13,5688,3236.17
2025-01-10 10:00,2025-01-10 17:00,3775.79,1829.89,2988.21,5688,3594.25
2025-01-10 11:00,2025-01-10 18:00,3703.43,1864.11,3044.06,5688,3638.41
2025-01-10 12:00,2025-01-10 19:00,3720.31,2096.68,3162.73,5688,3556.79
2025-01-10 13:00,2025-01-10 20:00,3558.91,2678.52,3234.56,5688,3470.64
2025-01-10 14:00,2025-01-10 21:00,3615.08,3145.74,3379.3,5688,3582.73
2025-01-10 15:00,2025-01-10 22:00,3596.63,3119.66,3468.23,5688,3784.4
2025-01-10 16:00,2025-01-10 23:00,3687.76,2902.63,3436.93,5688,3658.57
2025-01-10 17:00,2025-01-11,3823.34,2801.24,3387.24,5688,3401.5
2025-01-10 18:00,2025-01-11 01:00,3865,2706.69,3440.17,5688,3276.59
2025-01-10 19:00,2025-01-11 02:00,3892.31,2763.98,3501.88,5688,3051.92
2025-01-10 20:00,2025-01-11 03:00,4070.71,3064.59,3650.46,5688,3711.55
2025-01-10 21:00,2025-01-11 04:00,4225.34,3477.92,3838.67,5688,3852.35
2025-01-10 22:00,2025-01-11 05:00,4361.57,3555.33,3956.65,5688,3583.35
2025-01-10 23:00,2025-01-11 06:00,4366.93,3553.69,3977.74,5688,3472.25
2025-01-11,2025-01-11 07:00,4478.37,3390.55,4090.33,5688,3280.91
2025-01-11 01:00,2025-01-11 08:00,4478.49,3560.61,4135.56,5688,3081.73
2025-01-11 02:00,2025-01-11 09:00,4524.01,3823.71,4213.28,5688,2979.56
2025-01-11 03:00,2025-01-11 10:00,4534.77,4009.48,4237.17,5688,2942.81
2025-01-11 04:00,2025-01-11 11:00,4446.54,3994.02,4243.91,5688,2968.34
2025-01-11 05:00,2025-01-11 12:00,4380.85,3905.45,4237.35,5688,3004.2
2025-01-11 06:00,2025-01-11 13:00,4374.13,3812.15,4160.62,5688,3122.19
2025-01-11 07:00,2025-01-11 14:00,4379.63,3702.71,4109.05,5688,3140.88
2025-01-11 08:00,2025-01-11 15:00,4361.23,3547.8,4030.62,5688,3183.13
2025-01-11 09:00,2025-01-11 16:00,4271.11,3390.26,3940.68,5688,3254.33
2025-01-11 10:00,2025-01-11 17:00,4168.04,3118.2,3779.78,5688,3178.9
2025-01-11 11:00,2025-01-11 18:00,4006.87,2802.61,3653.73,5688,2822.9
2025-01-11 12:00,2025-01-11 19:00,3916.27,2670.39,3490.83,5688,2600.66
2025-01-11 13:00,2025-01-11 20:00,3749.08,2690.42,3310.17,5688,2477.83
2025-01-11 14:00,2025-01-11 21:00,3563.53,2571.77,3066.06,5688,2264.49
2025-01-11 15:00,2025-01-11 22:00,3325.68,2206.27,2822,5688,1971.19
2025-01-11 16:00,2025-01-11 23:00,2862.22,1844.58,2519.14,5688,1710.44
2025-01-11 17:00,2025-01-12,2504.37,1524.82,2289.58,5688,1403.99
2025-01-11 18:00,2025-01-12 01:00,2372.71,1191.14,2036.83,5688,1110.84
2025-01-11 19:00,2025-01-12 02:00,2177.02,945.41,1781.83,5688,724.82
2025-01-11 20:00,2025-01-12 03:00,1907.99,605.51,1592.11,5688,786.11
2025-01-11 21:00,2025-01-12 04:00,1712.95,410.96,1384.3,5688,709.25
2025-01-11 22:00,2025-01-12 05:00,1408.06,353.56,1175.29,5688,742.21
2025-01-11 23:00,2025-01-12 06:00,1394.35,308.46,1015.94,5688,495.46
2025-01-12,2025-01-12 07:00,902.11,504.29,735.42,5688,368.06
2025-01-12 01:00,2025-01-12 08:00,818.62,441.97,600.57,5688,309.69
2025-01-12 02:00,2025-01-12 09:00,917.15,352.58,564.89,5688,341.53
2025-01-12 03:00,2025-01-12 10:00,871.14,284.47,629.62,5688,224.15
2025-01-12 04:00,2025-01-12 11:00,839.91,367.52,605.61,5688,176.32
2025-01-12 05:00,2025-01-12 12:00,922.17,361.29,609.51,5688,156.45
2025-01-12 06:00,2025-01-12 13:00,1187.68,445.68,661.17,5688,102.21
2025-01-12 07:00,2025-01-12 14:00,857.63,576.41,697.98,5688,136.77
2025-01-12 08:00,2025-01-12 15:00,941.64,594.67,773.83,5688,248.43
2025-01-12 09:00,2025-01-12 16:00,1046.32,602.29,829.62,5688,397.32
2025-01-12 10:00,2025-01-12 17:00,1248,546.23,860.6,5688,688.29
2025-01-12 11:00,2025-01-12 18:00,1604.76,433.6,853.57,5688,740.76
2025-01-12 12:00,2025-01-12 19:00,1857.73,642.55,992.24,5688,665.32
2025-01-12 13:00,2025-01-12 20:00,2109.11,689.37,1048.45,5688,669.79
2025-01-12 14:00,2025-01-12 21:00,1829.18,762.27,1037.05,5688,959.68
2025-01-12 15:00,2025-01-12 22:00,1765.96,788.03,1048.6,5688,1114.17
2025-01-12 16:00,2025-01-12 23:00,1655.13,967.41,1183.68,5688,1088.39
2025-01-12 17:00,2025-01-13,1964,1112.51,1540,5688,1295.84
2025-01-12 18:00,2025-01-13 01:00,2040.04,1403.18,1754.69,5688,1606.05
2025-01-12 19:00,2025-01-13 02:00,2215.27,1582.18,1964.2,5688,1722.11
2025-01-12 20:00,2025-01-13 03:00,2430.92,1780.08,2175.58,5688,1802.59
2025-01-12 21:00,2025-01-13 04:00,2700.85,1948.07,2364.41,5688,1941.73
2025-01-12 22:00,2025-01-13 05:00,2966.07,2050.12,2631.4,5688,2222.52
2025-01-12 23:00,2025-01-13 06:00,3209.55,2217.04,2828.92,5688,2722.54
2025-01-13,2025-01-13 07:00,3777.73,2185.27,3069.48,5688,2823.56
2025-01-13 01:00,2025-01-13 08:00,3895.63,2056.29,3156.76,5688,2667.1
2025-01-13 02:00,2025-01-13 09:00,4093.39,1920.99,3173.83,5688,2607.32
2025-01-13 03:00,2025-01-13 10:00,4132.62,2301.82,3298.71,5688,2584.05
2025-01-13 04:00,2025-01-13 11:00,3939.3,2357.85,3300.72,5688,2623.43
2025-01-13 05:00,2025-01-13 12:00,3442.55,2202.51,3098.26,5688,2754.46
2025-01-13 06:00,2025-01-13 13:00,3253.15,1965.87,2894.26,5688,2813.45
2025-01-13 07:00,2025-01-13 14:00,2661.22,1771.29,2445.92,5688,2625.22
2025-01-13 08:00,2025-01-13 15:00,2619.99,1459.11,2239.79,5688,2126.74
2025-01-13 09:00,2025-01-13 16:00,2649.49,1393.03,2171.53,5688,1758.23
2025-01-13 10:00,2025-01-13 17:00,2651.4,1557.01,2235.44,5688,1889.76
2025-01-13 11:00,2025-01-13 18:00,2783.74,1626.85,2323.89,5688,2159.72
2025-01-13 12:00,2025-01-13 19:00,3134.39,1570.56,2542.49,5688,2489.01
2025-01-13 13:00,2025-01-13 20:00,3350.6,1766.21,2661.12,5688,2859.81
2025-01-13 14:00,2025-01-13 21:00,3597.99,2177.22,2855.75,5688,3116.69
2025-01-13 15:00,2025-01-13 22:00,3913.9,2587.8,3145.52,5688,3548.03
2025-01-13 16:00,2025-01-13 23:00,4242.89,3003.82,3475.94,5688,4072.9
2025-01-13 17:00,2025-01-14,4230.29,3405.05,3738.29,5688,4143.31
2025-01-13 18:00,2025-01-14 01:00,4271.35,3536.5,3937.62,5688,3953.27
2025-01-13 19:00,2025-01-14 02:00,4275,3196.22,3914.13,5688,3964.87
2025-01-13 20:00,2025-01-14 03:00,4261.68,3144.55,3819.21,5688,3720.55
2025-01-13 21:00,2025-01-14 04:00,4162.27,3059.82,3662.82,5688,3725.16
2025-01-13 22:00,2025-01-14 05:00,3992.78,2982.79,3490.19,5688,3372.37
2025-01-13 23:00,2025-01-14 06:00,3809.32,2866.91,3299.1,5688,3063.15
2025-01-14,2025-01-14 07:00,3777.91,2718.36,3147.94,5688,2850.93
2025-01-14 01:00,2025-01-14 08:00,3800.43,2487.3,3038.77,5688,2841.81
2025-01-14 02:00,2025-01-14 09:00,3838.48,2443.95,3034.64,5688,2855.93
2025-01-14 03:00,2025-01-14 10:00,3890.58,2748.75,3200.97,5688,2781.01
2025-01-14 04:00,2025-01-14 11:00,3991.47,2750.54,3386.7,5688,2820.06
2025-01-14 05:00,2025-01-14 12:00,3891.14,2689.21,3355.51,5688,2917.76
2025-01-14 06:00,2025-01-14 13:00,3603.55,2544.05,3228.58,5688,2885.96
2025-01-14 07:00,2025-01-14 14:00,3318.47,2632.29,3060.23,5688,2676.81
2025-01-14 08:00,2025-01-14 15:00,3162.67,2463.24,2805.06,5688,2489.89
2025-01-14 09:00,2025-01-14 16:00,3077.63,2322.77,2671.97,5688,2472.47
2025-01-14 10:00,2025-01-14 17:00,3248.36,2245.43,2595.88,5688,2494.19
2025-01-14 11:00,2025-01-14 18:00,3351.46,2083.72,2639.21,5688,2717.01
